mars;24;FALSE;FALSE;1;0;1;1
32;0;0;9;24;9;0
33;12;0;15;24;15;0
34;30;0;12;24;12;0
35;45;0;18;24;18;0
36;66;0;18;24;18;0
37;87;0;15;24;15;0
38;105;0;18;24;18;0
39;126;0;6;24;6;0
40;135;0;12;24;12;0
41;150;0;12;24;12;0
42;165;0;18;24;18;0
43;186;0;18;24;18;0
44;207;0;9;24;9;0
45;219;0;9;24;9;0
46;231;0;6;24;6;0
47;240;0;15;24;15;0
48;258;0;15;24;15;0
49;276;0;15;24;15;0
50;294;0;15;24;15;0
51;312;0;15;24;15;0
52;330;0;15;24;15;0
53;348;0;15;24;15;0
54;366;0;15;24;15;0
55;384;0;15;24;15;0
56;402;0;15;24;15;0
57;420;0;15;24;15;0
58;438;0;6;24;6;0
59;447;0;6;24;6;0
60;456;0;12;24;12;0
61;471;0;15;24;15;0
62;489;0;12;24;12;0
63;504;0;15;24;15;0
64;522;0;18;24;18;0
65;543;0;15;24;15;0
66;561;0;15;24;15;0
67;579;0;15;24;15;0
68;597;0;15;24;15;0
69;615;0;15;24;15;0
70;633;0;15;24;15;0
71;651;0;15;24;15;0
72;669;0;15;24;15;0
73;687;0;15;24;15;0
74;705;0;15;24;15;0
75;723;0;15;24;15;0
76;741;0;15;24;15;0
77;759;0;18;24;18;0
78;780;0;15;24;15;0
79;798;0;15;24;15;0
80;816;0;15;24;15;0
81;834;0;15;24;15;0
82;852;0;15;24;15;0
83;870;0;15;24;15;0
84;888;0;15;24;15;0
85;906;0;15;24;15;0
86;924;0;15;24;15;0
87;942;0;18;24;18;0
88;963;0;15;24;15;0
89;981;0;15;24;15;0
90;999;0;15;24;15;0
91;1017;0;12;24;12;0
92;1032;0;15;24;15;0
93;1050;0;12;24;12;0
94;1065;0;18;24;18;0
95;1086;0;15;24;15;0
96;1104;0;6;24;6;0
97;1113;0;15;24;15;0
98;1131;0;15;24;15;0
99;1149;0;15;24;15;0
100;1167;0;15;24;15;0
101;1185;0;15;24;15;0
102;1203;0;15;24;15;0
103;1221;0;15;24;15;0
104;1239;0;15;24;15;0
105;1257;0;15;24;15;0
106;1275;0;15;24;15;0
107;1293;0;15;24;15;0
108;1311;0;15;24;15;0
