Custom8BitOperatorJVE;0;False;False;1;0;1;1
32;0;0;6;33;6;0
33;8;0;14;33;14;0
34;24;0;14;33;14;0
35;40;0;16;33;16;0
36;58;0;14;33;14;0
37;74;0;16;33;16;0
38;92;0;14;33;14;0
39;108;0;14;33;14;0
40;124;0;12;33;12;0
41;138;0;12;33;12;0
42;152;0;16;33;16;0
43;170;0;14;33;14;0
44;186;0;8;33;8;0
45;196;0;14;33;14;0
46;212;0;14;33;14;0
47;228;0;14;33;14;0
48;244;0;14;33;14;0
49;260;0;14;33;14;0
50;276;0;14;33;14;0
51;292;0;14;33;14;0
52;308;0;14;33;14;0
53;324;0;14;33;14;0
54;340;0;14;33;14;0
55;356;0;14;33;14;0
56;372;0;14;33;14;0
57;388;0;14;33;14;0
58;404;0;10;33;10;0
59;416;0;14;33;14;0
60;432;0;14;33;14;0
61;448;0;14;33;14;0
62;464;0;14;33;14;0
63;480;0;14;33;14;0
64;496;0;14;33;14;0
65;512;0;14;33;14;0
66;528;0;14;33;14;0
67;544;0;14;33;14;0
68;560;0;14;33;14;0
69;576;0;14;33;14;0
70;592;0;14;33;14;0
71;608;0;14;33;14;0
72;624;0;14;33;14;0
73;640;0;14;33;14;0
74;656;0;14;33;14;0
75;672;0;14;33;14;0
76;688;0;14;33;14;0
77;704;0;16;33;16;0
78;722;0;14;33;14;0
79;738;0;14;33;14;0
80;754;0;14;33;14;0
81;770;0;14;33;14;0
82;786;0;14;33;14;0
83;802;0;14;33;14;0
84;818;0;14;33;14;0
85;834;0;14;33;14;0
86;850;0;14;33;14;0
87;866;0;16;33;16;0
88;884;0;14;33;14;0
89;900;0;14;33;14;0
90;916;0;14;33;14;0
91;932;0;12;33;12;0
92;946;0;14;33;14;0
93;962;0;12;33;12;0
94;976;0;14;33;14;0
95;992;0;14;33;14;0
96;1008;0;14;33;14;0
97;1024;0;14;33;14;0
98;1040;0;14;33;14;0
99;1056;0;14;33;14;0
100;1072;0;14;33;14;0
101;1088;0;14;33;14;0
102;1104;0;14;33;14;0
103;1120;0;14;33;14;0
104;1136;0;14;33;14;0
105;1152;0;14;33;14;0
106;1168;0;14;33;14;0
107;1184;0;14;33;14;0
108;1200;0;14;33;14;0
109;1216;0;16;33;16;0
110;1234;0;14;33;14;0
111;1250;0;14;33;14;0
112;1266;0;14;33;14;0
113;1282;0;14;33;14;0
114;1298;0;14;33;14;0
115;1314;0;14;33;14;0
116;1330;0;14;33;14;0
117;1346;0;14;33;14;0
118;1362;0;14;33;14;0
119;1378;0;16;33;16;0
120;1396;0;14;33;14;0
121;1412;0;14;33;14;0
122;1428;0;14;33;14;0
123;1444;0;12;33;12;0
124;1458;0;14;33;14;0
125;1474;0;12;33;12;0
126;1488;0;14;33;14;0
161;1504;0;14;33;14;0
162;1520;0;14;33;14;0
163;1536;0;14;33;14;0
164;1552;0;14;33;14;0
